,level_0,Card,Tags
3712,3712,Metalworker,"['adds multiple mana', 'creature type erratum', 'mana dork', 'single english word name', 'synergy-artifact', 'card names', 'mana producer', 'ramp']"
3713,3713,Metathran Elite,"['creature type erratum', 'synergy-aura', 'unblockable', 'evasion']"
3714,3714,Metathran Soldier,"['creature type erratum', 'creature type name', 'eponymous', 'unblockable', 'evasion']"
3715,3715,Momentum,"['counters matter', 'cycle-uds-growing-enchantment', 'single english word name', 'card names', 'cycle']"
3716,3716,Multani's Decree,"['lifegain', 'namesake-spell', 'sweeper-enchantment-destroy', 'card names', 'sweeper', 'sweeper-enchantment']"
3717,3717,Nightshade Seer,"['creature type erratum', 'cycle-uds-seer', 'removal-creature-toughness', 'synergy-black', 'cycle', 'removal', 'removal-creature']"
3718,3718,Opalescence,"['animate enchantment', 'mana value matters', 'rules nightmare', 'single english word name', 'symmetrical', 'synergy-enchantment', 'universal type change', 'animate', 'card names', 'type change']"
3719,3719,Opposition,"['hate-artifact', 'single english word name', 'tap fuel-creature', 'tapper-artifact', 'tapper-creature', 'tapper-land', 'card names', 'tapper']"
3720,3720,Pattern of Rebirth,"['death trigger', 'tutor-creature', 'tutor-to-battlefield', 'leaves battlefield trigger', 'tutor', 'tutor-to']"
3721,3721,Phyrexian Monitor,"['creature type erratum', 'regenerates self']"
3722,3722,Phyrexian Negator,"['creature type erratum', 'drawback', 'enrage', 'evasion', 'lich effect', 'sacrifice outlet-permanent', 'sacrifice outlet']"
3723,3723,Plague Dogs,"['creature type erratum', 'death trigger-self', 'draw', 'martyr', 'sweeper-creature-toughness', 'card advantage', 'death trigger', 'leaves battlefield trigger', 'sacrifice self', 'sweeper', 'sweeper-creature']"
3724,3724,Plated Spider,"['french vanilla', 'flavors of vanilla']"
3725,3725,Plow Under,"['removal-land-tuck', 'tuck']"
3726,3726,Powder Keg,"['mana value matters', 'sweeper-artifact-destroy', 'sweeper-creature-destroy', 'sweeper', 'sweeper-artifact', 'sweeper-creature']"
3727,3727,Private Research,"['counters matter', 'cycle-uds-growing-enchantment', 'death trigger', 'draw', 'card advantage', 'cycle', 'leaves battlefield trigger']"
3728,3728,Quash,"['counterspell-exile', 'counterspell-instant', 'counterspell-sorcery', 'cycle-uds-lobotomy-spell', 'lobotomy', 'single english word name', 'blue effect', 'card names', 'counterspell', 'cycle', 'exile-from-stack', 'remove-from-stack']"
3729,3729,Rapid Decay,"['activate from hand', 'draw', 'hate-graveyard', 'card advantage']"
3730,3730,"Rayne, Academy Chancellor","['creature type erratum', 'hate-target', 'repeatable draw', 'synergy-aura', 'card advantage', 'draw']"
3731,3731,Reckless Abandon,"['bombard', 'burn any', 'sacrifice outlet-creature', 'burn', 'sacrifice outlet']"
3732,3732,Reliquary Monk,"['creature type erratum', 'death trigger-self', 'disenchant/naturalize', 'removal-artifact-destroy', 'removal-enchantment-destroy', 'death trigger', 'leaves battlefield trigger', 'removal', 'removal-artifact', 'removal-enchantment']"
3733,3733,Repercussion,"['burn player', 'jackal pup ability', 'single english word name', 'burn', 'card names', 'enrage']"
3734,3734,Replenish,"['reanimate-enchantment', 'single english word name', 'card names', 'reanimate', 'recursion', 'recursion-enchantment']"
3735,3735,Rescue,"['activate from hand', 'discard outlet', 'reflexive trigger', 'removal-creature-destroy', 'removal-planeswalker-destroy', 'rescue-creature', 'saboteur', 'sneak-self', 'synergy-attacker', 'bounce', 'cost ignorer', 'removal', 'removal-creature', 'removal-planeswalker', 'rescue', 'sneak']"
3736,3736,Rofellos's Gift,"['namesake-spell', 'regrowth-enchantment', 'synergy-green', 'card advantage', 'card names', 'recursion', 'recursion-enchantment', 'regrowth']"
3737,3737,Sanctimony,"['hate-mountain', 'lifegain', 'single english word name', 'card names']"
3738,3738,Scent of Brine,"['counterspell-soft', 'cycle-uds-scent', 'synergy-blue', 'blue effect', 'counterspell', 'cycle']"
3739,3739,Scent of Cinder,"['burn any', 'cycle-uds-scent', 'synergy-red', 'burn', 'cycle']"
3740,3740,Scent of Ivy,"['cycle-uds-scent', 'giant growth', 'synergy-green', 'combat trick', 'cycle', 'enlarge']"
3741,3741,Scent of Jasmine,"['cycle-uds-scent', 'lifegain', 'synergy-white', 'cycle']"
3742,3742,Scent of Nightshade,"['cycle-uds-scent', 'removal-creature-toughness', 'synergy-black', 'cycle', 'removal', 'removal-creature']"
3743,3743,Scour,"['namesake-spell', 'power matters', 'sweeper-creature-destroy', 'card names', 'sweeper', 'sweeper-creature']"
3744,3744,Scrying Glass,"['guess', 'hate-color-choose', 'minigame', 'repeatable draw', 'tome', 'card advantage', 'draw', 'hate-color']"
3745,3745,Serra Advocate,"['evasion', 'namesake-spell', 'synergy-attacker', 'synergy-blocker', 'card names']"
3746,3746,Sigil of Sleep,"['alliteration', 'removal-creature-bounce', 'card names', 'removal', 'removal-creature']"
3747,3747,Skittering Horror,"['cast trigger-you', 'creature type erratum', 'drawback', 'cast trigger']"
3748,3748,Slinking Skirge,"['alliteration', 'creature type erratum', 'draw', 'evasion', 'martyr', 'card advantage', 'card names', 'sacrifice self']"
3749,3749,Solidarity,"['boost-toughness', 'combat trick', 'single english word name', 'card names']"
3750,3750,Soul Feast,"['drain life', 'opponent loses life', 'inverted effects', 'lifegain']"
3751,3751,Sowing Salt,"['alliteration', 'cycle-uds-lobotomy-spell', 'hate-graveyard', 'hate-nonbasic-land', 'lobotomy', 'removal-land-exile', 'card names', 'cycle', 'removal', 'removal-land']"
3752,3752,Splinter,"['creature type name', 'cycle-uds-lobotomy-spell', 'hate-graveyard', 'lobotomy', 'removal-artifact-exile', 'single english word name', 'card names', 'cycle', 'removal', 'removal-artifact']"
3753,3753,Squirming Mass,"['evasion', 'french vanilla', 'flavors of vanilla']"
3754,3754,Storage Matrix,"['hate-artifact', 'lockdown', 'lockdown-artifact', 'lockdown-creature', 'lockdown-land', 'symmetrical', 'synergy-artifact']"
3755,3755,Taunting Elf,"['lure', 'combat manipulation', 'force blocker']"
3756,3756,Telepathic Spies,"['creature type erratum', 'virtual vanilla', 'flavors of vanilla']"
3757,3757,Temporal Adept,"['bounce', 'creature type erratum', 'removal-artifact-bounce', 'removal-aura-bounce', 'removal-creature-bounce', 'removal-enchantment-bounce', 'removal-equipment-bounce', 'removal-land-bounce', 'removal-permanent-bounce', 'removal-planeswalker-bounce', 'removal', 'removal-artifact', 'removal-aura', 'removal-battle', 'removal-creature', 'removal-enchantment', 'removal-equipment', 'removal-land', 'removal-permanent', 'removal-planeswalker']"
3758,3758,Tethered Griffin,"['drawback', 'evasion', 'state trigger', 'synergy-enchantment']"
3759,3759,Thieving Magpie,"['curiosity', 'evasion', 'repeatable draw', 'card advantage', 'draw', 'saboteur']"
3760,3760,Thorn Elemental,"['evasion', 'unstoppable']"
3761,3761,Thran Dynamo,"['adds multiple mana', 'mana rock', 'mana producer', 'ramp']"
3762,3762,Thran Foundry,"['restock', 'sweeper-graveyard', 'hate-graveyard', 'recursion']"
3763,3763,Thran Golem,"['gains first strike', 'gains flying', 'gains trample', 'synergy-aura', 'evasion']"
3764,3764,Tormented Angel,"['evasion', 'french vanilla', 'flavors of vanilla']"
3765,3765,Treachery,"['refund', 'single english word name', 'theft-creature', 'untapper-land', 'card names', 'control changing effects', 'theft', 'untapper']"
3766,3766,Trumpet Blast,"['combat trick', 'power boost to all', 'synergy-attacker']"
3767,3767,Twisted Experiment,"['flowstone', 'removal-creature-toughness', 'removal', 'removal-creature']"
3768,3768,Urza's Incubator,"['cost-reducer-creature', 'namesake-spell', 'tribal-choose', 'card names', 'cost reducer', 'typal', 'typal-creature']"
3769,3769,Voice of Duty,"['cycle-voice-angel', 'evasion', 'french vanilla', 'hate-green', 'cycle', 'flavors of vanilla', 'hate-color']"
3770,3770,Voice of Reason,"['cycle-voice-angel', 'evasion', 'french vanilla', 'hate-blue', 'cycle', 'flavors of vanilla', 'hate-color']"
3771,3771,Wake of Destruction,"['name matters', 'removal-land-destroy', 'removal', 'removal-land']"
3772,3772,Wall of Glare,"['block unlimited', 'synergy-blocker-self', 'block additional']"
3773,3773,Wild Colos,"['creature type erratum', 'french vanilla', 'flavors of vanilla']"
3774,3774,Yavimaya Elder,"['creature type erratum', 'death trigger-self', 'draw', 'martyr', 'tutor-land-basic', 'tutor-to-hand', 'card advantage', 'death trigger', 'leaves battlefield trigger', 'sacrifice self', 'tutor', 'tutor-land', 'tutor-to']"
3775,3775,Yavimaya Enchantress,"['creature type erratum', 'synergy-enchantment']"
3776,3776,Yavimaya Hollow,"['protects-creature', 'regenerates other', 'supercycle-legendary-land', 'utility land', 'protects-permanent']"
3777,3777,Angel of Light,"['evasion', 'french vanilla', 'flavors of vanilla']"
3778,3778,Champion Lancer,"['creature type erratum', 'damage prevention', 'damage prevention-self']"
3779,3779,Cinder Storm,"['burn any', 'burn']"
3780,3780,Dakmor Ghoul,"['drain life', 'opponent loses life', 'virtual vanilla', 'flavors of vanilla', 'inverted effects', 'lifegain']"
3781,3781,Dakmor Lancer,"['creature type erratum', 'removal-creature-destroy', 'virtual vanilla', 'flavors of vanilla', 'removal', 'removal-creature']"
3782,3782,Devout Monk,"['creature type erratum', 'lifegain', 'virtual vanilla', 'flavors of vanilla']"
3783,3783,Eager Cadet,"['creature type erratum', 'cycle-s99-vanilla-1-drop', 'cycle']"
3784,3784,Goblin Chariot,"['creature type erratum', 'french vanilla', 'flavors of vanilla']"
3785,3785,Goblin Commando,"['removal-creature-burn', 'virtual vanilla', 'burn', 'flavors of vanilla', 'removal', 'removal-creature']"
3786,3786,Goblin Settler,"['removal-land-destroy', 'virtual vanilla', 'flavors of vanilla', 'removal', 'removal-land']"
3787,3787,Grim Tutor,"['life payment', 'tutor-card', 'tutor-to-hand', 'tutor', 'tutor-to']"
3788,3788,Loyal Sentry,"['block trigger', 'creature type erratum', 'old blocking deathtouch', 'removal-creature-destroy', 'synergy-blocker-self', 'deprecated mechanics', 'removal', 'removal-creature']"
3789,3789,Pride of Lions,"['evasion', 'unstoppable']"
3790,3790,Royal Falcon,"['evasion', 'french vanilla', 'flavors of vanilla']"
3791,3791,Royal Trooper,"['block trigger', 'creature type erratum', 'synergy-blocker-self']"
3792,3792,Sea Eagle,"['french vanilla', 'flavors of vanilla']"
3793,3793,Shrieking Specter,"['alliteration', 'attack trigger', 'discard', 'synergy-attacker-self', 'card names']"
3794,3794,Silverback Ape,[]
3795,3795,Squall,"['hate-flying', 'hurricane', 'single english word name', 'sweeper-creature-burn', 'card names', 'sweeper', 'sweeper-creature']"
3796,3796,Stream of Acid,"['removal-creature-destroy', 'removal-land-destroy', 'removal', 'removal-creature', 'removal-land']"
3797,3797,Thunder Dragon,"['earthquake', 'evasion', 'sweeper-creature-burn', 'virtual french vanilla', 'flavors of vanilla', 'sweeper', 'sweeper-creature']"
3798,3798,Tidings,"['draw', 'single english word name', 'card advantage', 'card names']"
3799,3799,Trained Orgg,['creature type erratum']
3800,3800,Veteran Cavalier,"['creature type erratum', 'french vanilla', 'flavors of vanilla']"
3801,3801,Vizzerdrix,['creature type erratum']
3802,3802,Willow Elf,"['cycle-s99-vanilla-1-drop', 'cycle']"
3803,3803,Aerial Caravan,"['creature type erratum', 'evasion', 'impulsive draw', 'red effect']"
3804,3804,Alabaster Wall,"['cycle-mmq-ability-wall', 'damage prevention', 'cycle']"
3805,3805,Alley Grifters,"['block trigger', 'creature type erratum', 'discard', 'hate-blocker']"
3806,3806,Ancestral Mask,['synergy-enchantment']
3807,3807,Armistice,"['opponent lifegain', 'repeatable draw', 'selective group hug', 'single english word name', 'card advantage', 'card names', 'draw', 'group hug']"
3808,3808,Arms Dealer,"['bombard', 'creature type erratum', 'noncreature tribal', 'removal-creature-burn', 'sacrifice outlet-creature', 'tribal-goblin', 'burn', 'removal', 'removal-creature', 'sacrifice outlet', 'typal', 'typal-creature']"
3809,3809,Arrest,"['pacifism', 'prevent attack', 'prevent blocker', 'removal-creature', 'single english word name', 'tmp-storyline-in-cards', 'usg-storyline-in-cards', 'card names', 'removal']"
3810,3810,Assembly Hall,"['tutor-copy', 'tutor-creature', 'tutor-to-hand', 'useless in singleton formats', 'tutor', 'tutor-to']"
3811,3811,Ballista Squad,"['creature type erratum', 'hate-attacker', 'hate-blocker', 'mana sink', 'removal-creature-burn', 'burn', 'removal', 'removal-creature']"
3812,3812,Balloon Peddler,"['creature type erratum', 'cycle-mmq-alpha-spellshaper', 'discard outlet', 'evasion', 'gives flying', 'cycle', 'gives-evasion']"
3813,3813,Barbed Wire,"['burn player', 'damage prevention', 'punisher', 'burn', 'dilemma']"
3814,3814,Bargaining Table,"['mana sink', 'repeatable draw', 'tome', 'card advantage', 'draw']"
3815,3815,Battle Rampart,"['cycle-mmq-ability-wall', 'gives haste', 'cycle']"
3816,3816,Battle Squadron,"['creature type erratum', 'evasion', 'warlord', 'creature count matters']"
3817,3817,Bifurcate,"['single english word name', 'tutor-copy', 'tutor-creature', 'tutor-to-battlefield', 'useless in singleton formats', 'card names', 'tutor', 'tutor-to']"
3818,3818,Black Market,"['adds multiple mana', 'counters matter', 'death trigger', 'ramp', 'leaves battlefield trigger']"
3819,3819,Blaster Mage,"['creature type erratum', 'cycle-mmq-alpha-spellshaper', 'discard outlet', 'hate-tribal-wall', 'noncreature tribal', 'removal-creature-destroy', 'cycle', 'hate-tribal', 'removal', 'removal-creature', 'typal', 'typal-creature']"
3820,3820,Blockade Runner,"['unblockable', 'evasion']"
3821,3821,Blood Hound,"['creature type erratum', 'gains pp counters', 'retaliate to damage', 'temporary counter', 'pillowfort']"
3822,3822,Blood Oath,"['burn player', 'guess', 'burn']"
3823,3823,Boa Constrictor,[]
3824,3824,Bog Smugglers,"['creature type erratum', 'french vanilla walker', 'evasion', 'flavors of vanilla', 'french vanilla']"
3825,3825,Bog Witch,"['adds multiple mana', 'creature type erratum', 'cycle-mmq-alpha-spellshaper', 'discard outlet', 'fun ruling', 'mana dork', 'cycle', 'mana producer', 'ramp']"
3826,3826,Brawl,['damage multiplier']
3827,3827,Briar Patch,"['attack trigger', 'hate-attacker']"
3828,3828,Bribery,"['single english word name', 'theft-creature', 'tutor-creature', 'tutor-from-opponent', 'tutor-to-battlefield', 'card names', 'control changing effects', 'theft', 'tutor', 'tutor-to']"
3829,3829,Buoyancy,"['cycle-mmq-flash-aura', 'gives flying', 'single english word name', 'card names', 'cycle', 'gives-evasion']"
3830,3830,Cackling Witch,"['boost-power', 'creature type erratum', 'cycle-mmq-uncommon-spellshaper', 'discard outlet', 'mana sink', 'cycle']"
3831,3831,Caller of the Hunt,"['creature type erratum', 'tribal-choose', 'typal', 'typal-creature']"
3832,3832,Cateran Brute,"['creature type erratum', 'cycle-mmq-cateran-recruiter', 'noncreature tribal', 'tribal-mercenary', 'tutor-creature-mercenary', 'tutor-to-battlefield', 'cycle', 'tutor', 'tutor-cmc', 'tutor-creature', 'tutor-to', 'typal', 'typal-creature']"
3833,3833,Cateran Enforcer,"['creature type erratum', 'cycle-mmq-cateran-recruiter', 'evasion', 'noncreature tribal', 'tribal-mercenary', 'tutor-creature-mercenary', 'tutor-to-battlefield', 'cycle', 'tutor', 'tutor-cmc', 'tutor-creature', 'tutor-to', 'typal', 'typal-creature']"
3834,3834,Cateran Kidnappers,"['creature type erratum', 'cycle-mmq-cateran-recruiter', 'noncreature tribal', 'tribal-mercenary', 'tutor-creature-mercenary', 'tutor-to-battlefield', 'cycle', 'tutor', 'tutor-cmc', 'tutor-creature', 'tutor-to', 'typal', 'typal-creature']"
3835,3835,Cateran Overlord,"['creature type erratum', 'cycle-mmq-cateran-recruiter', 'free sacrifice outlet', 'noncreature tribal', 'regenerates self', 'sacrifice outlet-creature', 'tribal-mercenary', 'tutor-creature-mercenary', 'tutor-to-battlefield', 'cycle', 'sacrifice outlet', 'tutor', 'tutor-cmc', 'tutor-creature', 'tutor-to', 'typal', 'typal-creature']"
3836,3836,Cateran Persuader,"['creature type erratum', 'cycle-mmq-cateran-recruiter', 'noncreature tribal', 'tribal-mercenary', 'tutor-creature-mercenary', 'tutor-to-battlefield', 'cycle', 'tutor', 'tutor-cmc', 'tutor-creature', 'tutor-to', 'typal', 'typal-creature']"
3837,3837,Cateran Slaver,"['creature type erratum', 'cycle-mmq-cateran-recruiter', 'evasion', 'noncreature tribal', 'tribal-mercenary', 'tutor-creature-mercenary', 'tutor-to-battlefield', 'cycle', 'tutor', 'tutor-cmc', 'tutor-creature', 'tutor-to', 'typal', 'typal-creature']"
